filename,cmodels,pid,parent,sequence,Identifier,Child,Directory,FileName,FileCount,SpecialType,Title,Parent Item Title,Identifier (Item Number),Photographer,Date Created,Subject - Topic,Subject - Geographic,Subject - Temporal,Subject - Name [personal],Subject - Name [corporate],Subject - Name [family],Abstract (Description),Biographical Information,Note,Type of Resource,Internet Media Type,Form,Medium,Extent,Source,Digital Collection,Relation,Repository Collection,Repository Collection Guide,Arrangement (Record Group),Arrangement (Series),Arrangement (Subseries),Arrangement (Box),Arrangement (Folder),Location (Physical Location),Location (Institution Web Site),Location (OCLC Member Symbol),Location (Sublocation),Location (Shelving Location),Rights,Contact Information,Preferred Citation,Digitization Date,Digitized By,Digital Reproduction Information,Record Creation Date,Cataloged By
,,,,,523,,,A5000B021F022P001.jp2,1,,"Group of students with ""The Rag"" at an LSU-Tulane football game",,A5000B021F022P001,,[1941],College students--Louisiana--Baton Rouge--Photographs; Football--Louisiana--Baton Rouge--Photographs; Flags--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen forties,,Louisiana State University and Agricultural and Mechanical College--Football--Photographs; Tulane University--Football--Photographs,,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 22,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 22","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",11/2/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,524,,,A5000B021F022P002.jp2,1,,LSU fullback Jay Egloff (number 36),,A5000B021F022P002,,[1987],Football players--Louisiana--Baton Rouge--Photographs; Football--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen eighties,"Egloff, Jay--Photographs","Louisiana State University (Baton Rouge, La.)--Football--Photographs; LSU Tigers (Football team)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 22,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 22","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",11/2/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,525,,,A5000B021F023P001.jp2,1,,LSU mascot Mike the Tiger (Mike IV),,A5000B021F023P001,,1974-1990,Mascots--Louisiana--Baton Rouge--Photographs; Tiger--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Twentieth century,"Mike IV (Tiger), 1974-1995--Photographs","Louisiana State University (Baton Rouge, La.)--Mascots--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 23,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 23","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",,,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,526,,,A5000B021F023P002.jp2,1,,LSU mascot Mike the Tiger (Mike V),,A5000B021F023P002,,[1990],Mascots--Louisiana--Baton Rouge--Photographs; Tiger--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen nineties,"Mike V (Tiger), 1989-2007--Photographs","Louisiana State University (Baton Rouge, La.)--Mascots--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 23,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 23","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",11/2/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,527,,,A5000B021F024P001.jp2,1,,LSU cheerleaders,,A5000B021F024P001,,[1927],Cheerleaders--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen twenties,,Louisiana State University and Agricultural and Mechanical College--Football--Photographs,,Two LSU cheerleaders perform in front of a crowd in the stands.,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 24,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 24","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",11/2/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,528,,,A5000B021F024P002.jp2,1,,LSU cheerleaders in Tiger Stadium,,A5000B021F024P002,,Circa 1970-1980,Cheerleaders--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen seventies,,"Louisiana State University (Baton Rouge, La.)--Football--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 24,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 24","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",11/2/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,529,,,A5000B021F025P001.jp2,1,,LSU cadet band playing in front of the Pavilion ,,A5000B021F025P001,,[1909],Bands (Music)--Louisiana--Baton Rouge--Photographs; Military cadets--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen hundreds (Decade),,"Louisiana State University and Agricultural and Mechanical College--Bands--Photographs; Pavilion (Baton Rouge, La.)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 25,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 25","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",11/2/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,530,,,A5000B021F025P002.jp2,1,,LSU marching band in a Baton Rouge parade ,,A5000B021F025P002,,Circa 1910-1920,Parades--Louisiana--Baton Rouge--Photographs; Marching bands--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen tens,,Louisiana State University and Agricultural and Mechanical College--Bands--Photographs,,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 25,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 25","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",11/2/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,531,,,A5000B021F025P003.jp2,1,,LSU cadet band,,A5000B021F025P003,"Ewing, J. G. (Jasper Gray), 1878 or 9-1972",[1916],Marching bands--Photographs; Military cadets--Photographs,,Nineteen tens,,Louisiana State University and Agricultural and Mechanical College--Bands--Photographs,,The LSU cadet band performs in a crowded stadium.,,"Seal on front reads: Ewing INC., Photographers, Baton Rouge, LA.",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 25,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 25","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",,,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
,,,,,532,,,A5000B021F025P004.jp2,1,,Huey Long leading the LSU marching band during a parade,,A5000B021F025P004,,[1931],Governors--Louisiana--Baton Rouge--Photographs; Marching bands--Louisiana--Baton Rouge--Photographs; Parades--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen thirties,"Long, Huey Pierce, 1893-1935--Photographs",Louisiana State University and Agricultural and Mechanical College--Bands--Photographs,,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 21,Folder 25,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 21, Folder 25","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",11/2/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,7/8/2019,en
